2023330070,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,45,10,0,0,0,0,0,88,0
2023330047,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,45,25,0,0,0,0,0,91,0
2023330049,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,15,0,0,0,0,0,97,0
2023330069,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,43,25,0,0,0,0,0,91,0
2023330046,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,43,25,0,0,0,0,0,90,0
2022230112,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,15,0,0,0,0,0,87,0
2023330071,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,43,15,0,0,0,0,0,87,0
2023330037,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,47,25,0,0,0,0,0,97,0
2023330038,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,43,25,0,0,0,0,0,91,0
2022230053,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,43,25,0,0,0,0,0,81,0
2023230083,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,47,18,0,0,0,0,0,88,0
2022230102,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,47,25,0,0,0,0,0,88,0
2023133643,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,45,15,0,0,0,0,0,88,0
2023330072,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,47,25,0,0,0,0,0,90,0
2023130844,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,47,20,0,0,0,0,0,81,0
2022230081,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,81,0
2023330059,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,45,15,0,0,0,0,0,88,0
2023330075,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,47,25,0,0,0,0,0,97,0
2023330060,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,43,25,0,0,0,0,0,90,0
2023330024,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,45,16,0,0,0,0,0,81,0
2023330054,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,43,20,0,0,0,0,0,88,0
2023230038,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,47,25,0,0,0,0,0,88,0
2021230025,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,45,25,0,0,0,0,0,87,0
2023330077,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,47,25,0,0,0,0,0,97,0
2023230059,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,47,20,0,0,0,0,0,91,0
2023330080,APPROJ1237,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,43,20,0,0,0,0,0,90,0
